trichotimeofday,diel2_1,diel2_2,diel2_3,diel4_1,diel4_2,diel4_3,diel6_1,diel6_2,diel6_3,diel8_1,diel8_3,diel9_1,diel9_2,diel9_3,diel10_1,diel10_2,diel10_3,diel11_1,diel11_2,diel11_3,diel12_1,diel12_3,diel14_1,diel14_2,diel14_3,diel16_1,diel16_3,diel19_1,diel19_3,diel22_1,diel22_2,diel22_3,diel23_1,diel23_2,diel23_3,diel24_1,diel24_2,diel24_3,diel1_1,diel1_2,diel1_3,teryparsed,KO,name,children__name,children__children__name,children__children__children__name,children__children__children__children__name,children__children__children__children__children__name,kid,kid2,kid3,kid4,kid5,kid6
Tery_0534  FHA domain containing protein [Trichodesmium erythraeum IMS101: NC_008312],0,2.14,0,0,0,0,0,0,0.77,0.77,0.67,0,0,0.78,0,0,0,0,0,0,0,1.5,0,0,0.69,0,0.89,3.97,0,0,0,1.28,0,0,3.23,0,0,2.06,2.28,0,1.98,Tery_0534,no,,,,,,,,,,,,
Tery_3913  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,1.02,0,0,0,1.09,0,0,0,1.35,0,0,0,0,0,0,0,0,0.7,1.05,0,0,0,0,0,0.89,1.32,1.33,0,0,1.28,0,0,1.61,0,0,0.69,1.52,0,1.32,Tery_3913,no,,,,,,,,,,,,
Tery_4728  protein of unknown function DUF1092 [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,1.52,1.09,0,1.54,0,1.35,0,0,1.56,0,0,0,0,0,2.1,0,1.5,0,0,1.37,0,0,0,0.66,0,0,0,0,0,0.81,0,0,0.69,1.52,0,1.32,Tery_4728,no,,,,,,,,,,,,
Tery_1552  precorrin-4 C11-methyltransferase (EC 2.1.1.133) [Trichodesmium erythraeum IMS101: NC_008312],2.52,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0.7,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1.32,Tery_1552,K05936,,,,,,,,,,,,
Tery_4757  protein of unknown function DUF938 [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,1.54,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,Tery_4757,no,,,,,,,,,,,,
"Tery_0944  aminotransferase, class I and II [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0.7,0,0,0,0,1.37,0,0,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_0944,no,,,,,,,,,,,,
Tery_2352  magnesium transporter [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2352,K06213,,,,,,,,,,,,
Tery_2185  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,0,0,0,0,3.27,2.82,0.77,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,1.28,0,0,1.61,0,0,0.69,0,0,1.98,Tery_2185,no,,,,,,,,,,,,
Tery_2418  N-6 DNA methylase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2418,K03427,,,,,,,,,,,,
Tery_0827  methylglyoxal synthase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_0827,no,,,,,,,,,,,,
Tery_2187 aroE shikimate dehydrogenase (EC 1.1.1.25) [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.05,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0.69,0,0,0.66,Tery_2187,K00014,,,,Aromatic amino acid metabolism,,K00014,aroE;,shikimate,dehydrogenase,[EC:1.1.1.25],,
Tery_4029 murC UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,1.52,0,0.66,Tery_4029,K01924,,,,,,,,,,,,
Tery_0502  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,1.43,1.02,0,0,0.76,0,0,1.54,0,0.67,0,0,0,0,0,2.09,0,0,4.21,0,1.5,0,0,3.44,1.26,0,0,0.66,0,0,2.57,0,0,0,0,0,0.69,1.52,0,2.65,Tery_0502,no,,,,,,,,,,,,
Tery_4960  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,1.52,0,0,0.77,0.77,2.02,0,0,0.78,0,0,0,0,0,1.4,0,0,0,0,1.37,0,0.89,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.66,Tery_4960,no,,,,,,,,,,,,
Tery_0416 dxr 1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0416,K00099,,,,Terpenoid backbone biosynthesis,,K00099,dxr;,1-deoxy-D-xylulose-5-phosphate,reductoisomerase,[EC:1.1.1.267],,
Tery_4700 ispE 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_4700,K00919,,,,Terpenoid backbone biosynthesis,,K00919,ispE;,4-diphosphocytidyl-2-C-methyl-D-erythritol,kinase,[EC:2.7.1.148],,
Tery_3969  Phytanoyl-CoA dioxygenase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_3969,no,,,,,,,,,,,,
Tery_3373  beta-Ig-H3/fasciclin [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_3373,no,,,,,,,,,,,,
Tery_1364  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,1.43,2.04,0,0,0.76,0,0,1.54,2.31,0.67,0,0,0,0,0,0.7,0,0,1.4,1.05,1.5,0,0,1.37,0,0,0,0.66,0,0,1.28,0,0,1.61,0,0,1.37,0.76,0,3.31,Tery_1364,no,,,,,,,,,,,,
Tery_2500  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0.75,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_2500,no,,,,,,,,,,,,
Tery_4502  4-hydroxybenzoyl-CoA thioesterase [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,0,0,0,0,1.09,0,0,0,0.67,0,0,0,0,0,0,0,0,0.7,1.05,1.5,0,0,0.69,0,0.89,0,1.99,0,0,1.28,0,0,0.81,0,0,0.69,0.76,0,0,Tery_4502,K07107,,,,,,,,,,,,
Tery_1858 pyrR Uracil phosphoribosyltransferase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0.78,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0.69,0.76,0,1.32,Tery_1858,K02825,,,,,,,,,,,,
Tery_3572  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,3.09,0.77,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,2.75,0,0.89,0,3.32,0,0,0,0,0,0,0,0,2.06,0,0,2.65,Tery_3572,no,,,,,,,,,,,,
"Tery_1779  cytochrome c oxidase, subunit II [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,1.39,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,1.28,0,0,0.81,0,0,0,0,0,0,Tery_1779,K02275,,,,ATP synthesis,"M00155  Cytochrome c oxidase, prokaryotes [PATH:map00190]",K02275,"coxB,",ctaC;,cytochrome,c,oxidase,subunit
Tery_2018  FAD dependent oxidoreductase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_2018,no,,,,,,,,,,,,
"Tery_4044 iscS aminotransferase, class V [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_4044,K04487,,,,,,,,,,,,
Tery_1118  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,Tery_1118,no,,,,,,,,,,,,
Tery_3949  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,1.15,0,0,0,1.41,1.54,1.54,2.02,0,0,1.56,0,0,2.09,0,0,2.1,0,0,0,0,1.37,0,0,0,0,0,0,1.28,0,0,0,0,0,0.69,0,0,2.65,Tery_3949,no,,,,,,,,,,,,
Tery_3850  Ethanolamine utilization protein EutN/carboxysome structural protein Ccml [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,3.31,Tery_3850,K08697,,,,,,,,,,,,
"Tery_0008  DNA polymerase III, beta subunit (EC 2.7.7.7) [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.69,0,0,0,Tery_0008,K02338,,,,DNA polymerase,,K02338,dnaN;,DNA,polymerase,III,subunit,beta
"Tery_4588  glycosyl transferase, family 2 [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0.76,0,0,Tery_4588,no,,,,,,,,,,,,
"Tery_2465  HAD-superfamily hydrolase, subfamily IA, variant 3 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_2465,no,,,,,,,,,,,,
Tery_0428  RP ribonucleotide reductase-like [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0428,no,,,,,,,,,,,,
Tery_4975  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,Tery_4975,no,,,,,,,,,,,,
Tery_4218  heterocyst differentiation protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_4218,no,,,,,,,,,,,,
Tery_3464  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0,0.77,0.67,0,0,0.78,0,0,0,0,0,0,0,0.75,0,0,0,1.26,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_3464,no,,,,,,,,,,,,
Tery_4580 ycf3 Tetratricopeptide TPR_2 [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0.76,0,1.32,Tery_4580,no,,,,,,,,,,,,
Tery_2139  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,1.33,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_2139,no,,,,,,,,,,,,
Tery_3163 nadK NAD(+) kinase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3163,K00858,,,,,,,,,,,,
Tery_4486  transferase hexapeptide repeat [Trichodesmium erythraeum IMS101: NC_008312],2.52,0,0,0,0,1.52,0,1.41,0,0,0.67,0,0,0.78,0,0,0.7,0,0,0.7,0,0,0,0,0,1.26,0,0,1.33,0,0,0,0,0,0,0,0,1.37,2.28,0,0.66,Tery_4486,no,,,,,,,,,,,,
"Tery_4375  HAD superfamily (subfamily IIIA) phosphatase, TIGR01668 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_4375,K07015,,,,,,,,,,,,
Tery_2525  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,1.02,0,0,0,0,1.41,0,0,1.35,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,1.26,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_2525,no,,,,,,,,,,,,
Tery_1311  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1311,no,,,,,,,,,,,,
Tery_0698  dihydropteridine reductase (EC 1.5.1.34) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,1.54,0,1.35,0,0,1.56,0,0,1.39,0.94,0,0.7,0,0,0,0,1.37,0,0.89,0,2.66,0,0,2.57,0,0,1.61,0,0,0.69,0.76,0,0.66,Tery_0698,no,,,,,,,,,,,,
"Tery_1567  ferredoxin thioredoxin reductase, beta chain [Trichodesmium erythraeum IMS101: NC_008312]",0,0.71,0,0,0,0,1.09,0,0,0,1.35,0,0,0.78,0,0,0,0,0,0,1.05,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,0,Tery_1567,K17892,,,,,,,,,,,,
Tery_1833  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,1.05,0.75,0,0,0.69,0,0,0,0,0,0,1.28,0,0,0,0,0,0.69,0,0,0.66,Tery_1833,no,,,,,,,,,,,,
Tery_0567  Tetratricopeptide TPR_2 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0567,no,,,,,,,,,,,,
Tery_1237  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1237,no,,,,,,,,,,,,
Tery_4633 purN formyltetrahydrofolate-dependent phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,1.02,0,0,0.76,0,1.41,0.77,0,1.35,0,0,0,0,0,0,0,0,1.4,0,1.5,0,0,0.69,1.26,0,0,1.33,0,0,0,0,0,0,0,0,0.69,0,0,1.32,Tery_4633,K11175,,,,Purine metabolism,,K11175,purN;,phosphoribosylglycinamide,formyltransferase,1,[EC:2.1.2.2],
Tery_0349  NADH dehydrogenase subunit M (EC 1.6.5.3) [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,2.28,0,0,2.32,0.77,0,0,0,0,0,0,1.39,0,0,3.5,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,1.52,0,1.32,Tery_0349,K05575,,,,ATP synthesis,,K05575,ndhD;,NAD(P)H-quinone,oxidoreductase,subunit,4,[EC:1.6.5.3]
Tery_0808 def peptide deformylase (EC 3.5.1.88) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.66,Tery_0808,K01462,,,,,,,,,,,,
Tery_0417  peptidase M50 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,2.82,0.77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0.66,Tery_0417,no,,,,,,,,,,,,
Tery_2694  DegT/DnrJ/EryC1/StrS aminotransferase [Trichodesmium erythraeum IMS101: NC_008312],0,0,1.02,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0.7,0,0,0,0,0.69,0,0,0,0.66,0,0,0,0,0,0,0,0,1.37,0.76,0,0,Tery_2694,no,,,,,,,,,,,,
Tery_1793  FAD dependent oxidoreductase [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,Tery_1793,no,,,,,,,,,,,,
Tery_3422  N-acetylmannosaminyltransferase (EC 2.4.1.187) [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,Tery_3422,K05946,,,,,,,,,,,,
Tery_3349  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,1.15,0,0.76,2.18,0,2.32,2.31,0,0,1.43,0.78,0,0,1.39,1.88,0,1.4,2.11,0,0,0,1.37,0,0,0,1.33,0,0,2.57,0,0,0,5.21,0,1.37,0,0,0,Tery_3349,no,,,,,,,,,,,,
Tery_0473 rpsL SSU ribosomal protein S12P [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0473,K02950,,,,Ribosome,,K02950,"RP-S12,","MRPS12,",rpsL;,small,subunit,ribosomal
Tery_0674  ABC transporter related [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0674,K02071,,,,Phosphate and amino acid transport system,,K02071,metN;,D-methionine,transport,system,ATP-binding,protein
Tery_4935  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,1.02,0,0,0,0,2.82,0,0,0.67,0,0,0.78,0,0,0,0,0,0.7,0,2.25,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0.66,Tery_4935,no,,,,,,,,,,,,
Tery_2867  photosystem II protein PsbN [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,1.52,0,0,Tery_2867,K02715,,,,,,,,,,,,
Tery_2542  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,1.4,0,0.75,0,0,0,0,0,0,1.33,0,0,0,0,0,0.81,0,0,0,0,0,1.32,Tery_2542,no,,,,,,,,,,,,
Tery_4223  response regulator receiver protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,1.41,0.77,0,1.35,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_4223,no,,,,,,,,,,,,
Tery_2706  pentapeptide repeat [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,3.51,0,0,0,0,0,0,0,0,Tery_2706,no,,,,,,,,,,,,
"Tery_2214  AAA ATPase, central region [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0.76,0,0,Tery_2214,no,,,,,,,,,,,,
"Tery_0680  HAD-superfamily hydrolase, subfamily IA, variant 3 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,0,0,0,1.52,0,0,1.54,0,0.67,0,1.43,2.33,0,0,0,0.94,0,1.4,0,1.5,0,0,0,0,0.89,0,0.66,0,0,0,0,0,2.42,0,0,0,0,0,0.66,Tery_0680,K17623,,,,,,,,,,,,
Tery_0453  succinate dehydrogenase subunit C (EC 1.3.5.1) [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1.32,0,0,0,0,0,0,0.81,0,0,0.69,0.76,0,0,Tery_0453,K00241,,,,Carbon fixation,,K00241,"sdhC,",frdC;,succinate,dehydrogenase,/,fumarate
Tery_0453  succinate dehydrogenase subunit C (EC 1.3.5.1) [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1.32,0,0,0,0,0,0,0.81,0,0,0.69,0.76,0,0,Tery_0453,K00241,,,,Central carbohydrate metabolism,,K00241,"sdhC,",frdC;,succinate,dehydrogenase,/,fumarate
Tery_0453  succinate dehydrogenase subunit C (EC 1.3.5.1) [Trichodesmium erythraeum IMS101: NC_008312],0,1.43,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,1.32,0,0,0,0,0,0,0.81,0,0,0.69,0.76,0,0,Tery_0453,K00241,,,,ATP synthesis,"M00149  Succinate dehydrogenase, prokaryotes [PATH:map00190]",K00241,"sdhC,",frdC;,succinate,dehydrogenase,/,fumarate
Tery_2053  Methyltransferase type 11 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0.77,0,0.67,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2053,no,,,,,,,,,,,,
Tery_0681  Stress responsive alpha-beta barrel [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0.76,0,0,0.77,0,0,0,0,2.33,0,0,0,0,0,0.7,0,0,0,0,0.69,0,0,0,1.33,0,0,0,0,0,0.81,0,0,2.06,0,0,1.32,Tery_0681,no,,,,,,,,,,,,
Tery_3388  hypothetical protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3388,no,,,,,,,,,,,,
Tery_2805 potA spermidine/putrescine ABC transporter ATPase subunit [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,Tery_2805,K11072,,,,Mineral and organic ion transport system,,K11072,potA;,spermidine/putrescine,transport,system,ATP-binding,protein
Tery_2273  OstA-like protein [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_2273,K09774,,,,,,,,,,,,
Tery_0207 murG UDP-N-acetylglucosamine-N-acetylmuramylpentapeptide N-acetylglucosamine transferase [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0207,K02563,,,,,,,,,,,,
"Tery_3452  HAD superfamily (subfamily IA) hydrolase, TIGR01548 [Trichodesmium erythraeum IMS101: NC_008312]",0,0,1.02,0,0,0.76,0,0,1.54,0,1.35,0,0,1.56,0,0,0,0,0,0.7,1.05,1.5,0,0,0,0,0.89,0,1.33,0,0,0,0,0,1.61,0,0,0,1.52,0,1.98,Tery_3452,K11777,,,,,,,,,,,,
Tery_0980  PBS lyase HEAT-like repeat [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0.7,0,0,2.8,0,0,0,0,3.44,0,0,0,1.99,0,0,1.28,0,0,0,0,0,0.69,0,0,1.32,Tery_0980,K05386,,,,,,,,,,,,
Tery_4732  ribonuclease H [Trichodesmium erythraeum IMS101: NC_008312],0,0.71,2.04,0,0,0,0,0,1.54,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,1.32,Tery_4732,no,,,,,,,,,,,,
Tery_3615   [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_3615,no,,,,,,,,,,,,
Tery_0652  protein of unknown function DUF111 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_0652,K09121,,,,,,,,,,,,
Tery_1480  Methyltransferase type 11 [Trichodesmium erythraeum IMS101: NC_008312],0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tery_1480,no,,,,,,,,,,,,
